job_id,profile,confidence,rationale
115,ML Engineer,4.0,"The role heavily emphasizes building and managing large-scale compute infrastructure for ML teams, focusing on optimizing distributed hardware and establishing best practices for running ML models. While it involves software development and MLOps, the core is enabling and streamlining the ML development process for research teams, aligning with the ML Engineer profile's focus on productionizing and supporting model development."
1150,GenAI Engineer,4.0,"The job description heavily emphasizes building applications using generative AI, LLMs, and RAG systems, aligning with the core responsibilities of a GenAI Engineer. It details projects involving AI-powered bots, generative AI features, and integrating AI/ML algorithms for predictive insights, all supported by software development and MLOps tasks."
1151,nan,,
1152,nan,,
1153,nan,,
1154,nan,,
1155,GenAI Engineer,4.0,"The job description heavily emphasizes building user-facing applications that leverage generative AI, including LLMs for content generation and conversational agents. While it mentions full-stack development, the core focus is on integrating and deploying GenAI capabilities into innovative learning products."
1156,nan,,
1157,nan,,
1158,GenAI Engineer,4.0,"The job description heavily emphasizes building applications using generative AI, including RAG systems, fine-tuning, and integrating LLMs like GPT-4. It also highlights developing user-facing features and productionizing these AI components, aligning strongly with the GenAI Engineer profile."
1159,nan,,
116,nan,,
1160,Ambiguous / Not Relevant,2.0,"The job description focuses on traditional software engineering tasks like building web applications and enhancing cloud-native backends. There is no mention of AI, machine learning, generative models, or related technologies, making it not relevant to AI-focused roles."
1161,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional mobile application development (iOS, Swift) and integrating with APIs. While it mentions 'generative AI' and 'AI' in the context of revolutionizing education and freeing engineers from routine tasks, it lacks specific details about building, fine-tuning, or deploying AI models. The core responsibilities are centered around UI implementation, API integration, and general software development, not AI-specific engineering."
1162,GenAI Engineer,4.0,"The job description heavily emphasizes building user-facing applications powered by generative AI, including fine-tuning, RAG, and integrating AI across the full-stack. The core responsibilities align with developing and deploying production-grade AI systems for educational experiences, which is a hallmark of a GenAI Engineer."
1163,nan,,
1164,nan,,
1165,GenAI Engineer,4.0,"The job description heavily emphasizes building user-facing applications powered by generative AI, including fine-tuning, RAG, and integrating AI across the full-stack. The core responsibilities align with developing and deploying production-grade AI systems that directly impact users, fitting the GenAI Engineer profile."
